0,Ability Description,Ability Name,Ability Tier,Cost,Skill Unit 1,,Multiplier,SkillUnit 2,,Multiplier,SkillUnit 3,,Multiplier,SkillUnit 4,,,Apply1,Apply2,Apply3,IconImage
654,Apply Stack Guard and Guard on self. Protect 20% / 35% MaxHP damage from attacks. Deal 100% of strength damage to the opponent,Galactic Barrier,Null,2,Buff,Guard,0,InstantBoost,Guard,0,Protect,MaxHP,4,Damage,Strength,5,Charge,Exhaust,,StoneSphere
655,Apply 8 Agility Action Buff and 8 Strength Action Buff on self,Iaijutsu,Null,1,InstantBoost,Agility,8,InstantBoost,Strength,8,,,,,,,,,,Katana
656,"Remove all Injury and Injury Vulnerable from self. Protect 40% Strength damage from attacks, Recover 100% of Strength health.",Grand Escort,Null,1,Protect,Injury,0,Protect,Strength,3,Heal,Strength,4,,,,Humanoid,,,Guards
657,Deal 30% / 50% of MaxHP damage to the opponent.Apply 4 Depress to the opponent.,Final Destination,Null,2,Damage,MaxHP,6,Debuff,Dark,4,,,,,,,Exhaust,,,GrimReaper
658,,Champion Battle Cry,Null,2,Buff,Strength,4,Buff,Charge,0,,,,,,,,,,Shout
659,Protect 70% of Agility damage from attacks. Recover 70% Agility Health. Deal 100% of Agility damage to the opponent.,Trinity Strike,Null,2,Protect,Agility,4,Heal,Agility,4,Damage,Agility,5,,,,,,,AllForOne
660,"Protect 40% Agility damage from attacks, Deal 40% of Agility, 25% of Agility and 25% of Agility damage to the opponent.",Rain Blades,Null,2,Protect,Agility,3,Damage,Agility,3,Damage,Agility,2,Damage,Agility,2,Multiply,Exhaust,,Blades
661,Protect 70% of Agility and 70% of Strength damage from attacks,Swords Shield,Null,1,Protect,Agility,4,Protect,Strength,4,,,,,,,,,,CrossSword
662,Deal 400 damage to the opponent. Apply 3 Restrain and 1 Paralysis to the opponent.,Force Choke,Null,1,Vulnerable,Protect,2,Damage,Null,500,Debuff,Restrain,4,Debuff,Thunder,1,Dark,,,Grab
663,Remove all Stat Debuffs and Stat Vulnerables from self. Protect 70% Intelligence and 40% intelligence damage from attacks.,Force Maelstrom,Null,2,Protect,Agility,2,Damage,Agility,2,Damage,Agility,4,Debuff,Injury,2,Multiply,Exhaust,,StompTornado
664,Apply 1 Intelligence Buff on self. Deal 100% of Intelligence damage to the opponent. Apply 1 Intelligence Debuff and 2 Insane to the opponent.,Drain Knowledge,Null,1,Buff,Intelligence,1,Damage,Intelligence,5,Debuff,Intelligence,1,Debuff,Insane,2,LifeSteal,,,Focus
665,Apply 10 Strength Action Buff on self. Deal 70% of Strength damage to the opponent.,Force Push,Null,0,InstantBoost,Strength,10,Damage,Strength,4,,,,,,,,,,Hand
666,"Apply 2 Strength Buff, 5 Strength Action Buff, 2 Agility Buff and 5 Agility Action Buff on self.",Force Fury,Null,2,Buff,Strength,2,InstantBoost,Strength,5,Buff,Agility,2,InstantBoost,Agility,5,,,,Power
667,"Deal 70% of Agility, and 40% of Agility damage to the opponent. Apply 1 Paralysis and 5 Restrain to the opponent.",Force Lightning,Null,1,Damage,Agility,3,Damage,Agility,5,Debuff,Thunder,1,Debuff,Restrain,5,Thunder,Draw,,LightningElectron
668,"Apply 5 Agility Buff on self. Apply 3 Insane, 1 Dizzy and 1 Despair on self.",Phantom Dance,Null,1,Buff,Agility,5,Sacrifice,Insane,3,Sacrifice,Wind,1,Sacrifice,Dark,1,,,,SwordsPower
669,"Deal 70% of Agility, 40% of Agility and 40% of Agility damage to the opponent. Apply 7 Insane to the opponent.",Phantom Rush,Null,2,Damage,Agility,4,Damage,Agility,3,Damage,Agility,3,Debuff,Insane,7,Debuff,,,LaserSparks
670,,Focus Flame,Null,1,Damage,Fire,3,Debuff,Fire,4,,,,,,,Fire,Buff,,SmallFire
671,Lose 20% of current Max Health. Apply Stack Charge and Stack Guard on self.,Call To Arms,Null,1,Sacrifice,MaxHP,2,Buff,Charge,0,Buff,Guard,0,,,,,,,Backup
672,"Lose 20% of current Max Health. Apply Stack Charge, Guard  and 2 Earth Boost on self.",Ground Forces Call,Null,1,Sacrifice,MaxHP,1,Buff,Charge,0,InstantBoost,Guard,0,InstantBoost,Earth,3,,,,ArmyBadge
673,"Lose 20% of current Max Health. Apply Charge, Stack Guard  and 2 Wind Boost on self.",Air Forces Call,Null,1,Sacrifice,MaxHP,1,InstantBoost,Charge,0,Buff,Guard,0,InstantBoost,Wind,3,,,,AirForceBadge
674,"Lose 20% of current Max Health. Apply Charge, Guard and 2 Water Boost on self.",Marine Forces Call,Null,1,Sacrifice,MaxHP,1,InstantBoost,Charge,0,InstantBoost,Guard,0,InstantBoost,Water,3,,,,MarineBadge
675,"Lose 50% of current Max Health. Consume all Elements, for each element consumed deal 70% damage based on your strongest attribute [Elemental Final at Max Stacks]",Command & Conquer,Null,3,Sacrifice,MaxHP,4,Damage,Element,4,,,,,,,Exhaust,,,Conqueror
676,"Apply 3 Strength Buff, 3 Agility Buff and 3 Intelligence Buff on self. Protect 25% / 40% MaxHP damage from attacks.",Power Released,Null,3,Buff,Strength,3,Buff,Agility,3,Buff,Intelligence,3,Protect,MaxHP,5,Exhaust,,,Power
677,"Deal 70% of Strength, 70% of Agility and 70% of Intelligence damage to the opponent. Apply 1 Injuryto the opponent.",Destroy,Null,1,Damage,Strength,4,Damage,Agility,4,Damage,Intelligence,4,Debuff,Injury,5,,,,LaserSparks
678,Apply 3 random Elemental Status Effect to the opponent. Apply 2 random Elemental status Effects on self. ,Curse Of The Elements,Null,0,Debuff,Element,3,Sacrifice,Element,2,,,,,,,Curse,,,CursedStar
679,"Apply 1 MaxHP Debuff, 6 Insane and 8 Venom to the opponent.",Acid Boneyard,Null,2,Debuff,MaxHP,1,Debuff,Insane,6,Debuff,Venom,8,,,,,,,PirateGrave
680,,Dread Magic,Null,1,Damage,Intelligence,5,Debuff,Intelligence,1,Debuff,Dark,1,Debuff,Insane,4,,,,Dread
681,Deal 70% of Intelligence damage to the opponent. Apply 1 Bleed and 4 random Elemental Status Effects to the opponent.,Anima Magik,Null,2,Damage,Intelligence,4,Debuff,Bleed,1,Debuff,Element,4,,,,Exhaust,,,PlantsAndAnimals
682,Recover 70% of Intelligence health. Deal 70% of Strength damage to the opponent.,Healing Hammer,Null,1,Heal,Intelligence,4,Damage,Strength,4,,,,,,,Light,Charge,,Hammer
683,Apply 1 Strength Action Buff and 2 MaxHP Action Buff on self. Protect 100% of Strength damage from attacks.,Cannon Block,Null,1,InstantBoost,Strength,1,Protect,Strength,5,InstantBoost,MaxHP,2,,,,,,,Shield
684,"Deal 40% of Agility, 40% of Agility and 35% of Agility damage to the opponent. Apply 2 Bleed to the opponent",Rapid Rapier,Null,1,Damage,Agility,3,Damage,Agility,3,Damage,Agility,2,Debuff,Bleed,2,,,,SwordHilt
685,"Deal 10% of Strength, 10% of Strength, 10% of Strength and 10% of Strength damage to the opponent",Musket Shot,Null,0,Damage,Strength,1,Damage,Strength,1,Damage,Strength,1,Damage,Strength,1,,,,Musket
686,Next turn Draw +1 and Next turn Action +1. Apply 2 Strength Buff on self. ,Royal Duel,Null,1,Buff,Draw,1,Buff,Action,1,Buff,Strength,2,,,,,,,Duel
687,,Rapid Shot,Null,2,Damage,Agility,4,Damage,Agility,4,Damage,Agility,4,Damage,Agility,4,,,,ArrowFlights
688,Apply 4 Agility Action Buff onself. Deal 200% of Agility damage to the opponent. ,Bulleyes,Null,2,InstantBoost,Agility,4,Damage,Agility,7,,,,,,,Humanoid,Creature,Matter,Bulleyes
689,Apply 3 Protect Pierce and 3 Agility Vulnerable to the opponent. Deal 100% of Agility damage to the opponent. ,Pierce Shot,Null,1,Vulnerable,Protect,3,Vulnerable,Agility,3,Damage,Agility,5,,,,,,,PierceSkull
690,Apply 12 Agility Action Buff on self.,Lock On,Null,1,InstantBoost,Agility,9,,,,,,,,,,Exhaust,,,Aim
691,,Exorcism,Null,1,Damage,MaxHP,3,Damage,MaxHP,1,Sacrifice,Insane,1,,,,Spirit,Exhaust,,Crucifix
692,,Holy Water,Null,0,Protect,Dark,0,Heal,MaxHP,4,Damage,MaxHP,3,,,,Light,Spirit,Exhaust,HolyWater
693,Deal 450 damage to the opponent. Apply 5 Injury to the opponent,Bribe Or Eliminate,Null,0,Damage,Null,450,Debuff,Injury,5,,,,,,,Humanoid,,,ReceiveMoney
694,Lose 30% of current Max Health. Apply 2 Second Chance on self,Revival Herb,Null,1,Sacrifice,MaxHP,3,Protect,Guard,2,,,,,,,Exhaust,,,HerbsBundle
695,Deal 300 damage to the opponent. apply 2 Seed and 3 Venom to the opponent.,Vine Herb,Null,1,Damage,Null,300,Debuff,Earth,2,Debuff,Venom,3,,,,,,,VineWhip
696,Lose 30% of current Max Health and Action +1. Apply 3 MaxHP Action Buff on self. Apply 1 random Elemental Status Effect to the opponent.,Sacrifice,Null,0,Sacrifice,MaxHP,3,InstantBoost,Action,1,InstantBoost,MaxHP,3,Debuff,Element,1,Curse,,,Bleed
697,Lose 20% of current Max Health. Deal 25% / 40%  of MaxHP damage to the opponent. Apply 1 Bleed on self. ,Sinister Power,Null,1,Damage,MaxHP,5,Sacrifice,MaxHP,2,Sacrifice,Bleed,1,,,,Curse,Dark,,EvilWings
698,"Lose 10% of curret MaxHP. Deal 15% / 25% of MaxHP, 10% / 15% of MaxHP and 10% / 15% of MaxHP damage to the opponent",Raiding Snatch,Null,2,Vulnerable,MaxHP,1,Damage,MaxHP,2,Damage,MaxHP,2,Damage,MaxHP,1,,,,Snatch
699,Apply 6 Wiind Boost on self. Deal 150% of Intelligence damage to the opponent.,Sky Dive,Null,2,InstantBoost,Wind,6,Damage,Intelligence,6,,,,,,,,,,CrowDive
700,"Remove all Paralysis, Thunder Vulnerables, Restrain, Chill and Water Vulnerables from self. Apply 1 Second chance on self.",Freedom,Null,0,Protect,Thunder,0,Protect,Restrain,0,Protect,Water,0,Protect,Guard,1,Exhaust,,,FreedomDove
701,"Remove all Injury, Injury Vulnerable, Bleed, Bleed Vulnerable and Venom from self. Recover 200% of Intelligence health.",Surgery,Null,1,Protect,Injury,0,Protect,Bleed,0,Protect,Venom,0,Heal,Intelligence,7,Exhaust,,,DoctorFace
702,Apply 4 Paralysis to the opponent.,Full Anaesthetic,Null,1,Debuff,Thunder,4,,,,,,,,,,Exhaust,,,NeedleInject
703,Apply 3 random Elemental Status Effects to the opponent.,Fault Diagnosis,Null,0,Debuff,Element,3,,,,,,,,,,Exhaust,,,SpectacleLenses
704,Apply Charge on self. Recover 15% / 25% and 5% / 10% of MaxHP health.,Medical Diagnosis,Null,1,InstantBoost,Charge,0,Heal,MaxHP,3,Heal,MaxHP,1,,,,,,,SpectacleLenses
705,,Force Addiction,Null,2,Debuff,Venom,10,Debuff,Insane,5,,,,,,,Exhaust,,,Overdose
706,Deal 150%  of Strength and 100% of Intelligence damage to the opponent. Apply 5Injury to the opponent.,Dead Or Alive,Null,2,Damage,Strength,6,Damage,Intelligence,5,Debuff,Injury,5,,,,Exhaust,,,Wanted
707,Deal 2500 damage to the opponent.,Death Star,Null,2,Damage,Null,2500,,,,,,,,,,Exhaust,,,ExplodingPlanet
708,"Apply 2 Intelligence Action Buff on self. Apply 2 Insane, 3 Restrain and 1 Intelligence Debuff to theopponent",Brain Wash,Null,1,InstantBoost,Intelligence,2,Debuff,Insane,2,Debuff,Restrain,3,Debuff,Intelligence,1,,,,HiveMind
709,"Deal 40% of Agility, 25% of Agility and 40% of Agility damage to the opponent. Appl 1 Bleed to the opponent.",Arrow Storm,Null,2,Damage,Agility,3,Damage,Agility,2,Damage,Agility,3,Debuff,Bleed,1,Multiply,Exhaust,,ArrowFlights
710,Apply 4 Agility Action Buff on self. Apply 2 Blind to the opponent. ,Invisible,Null,1,InstantBoost,Agility,4,Debuff,Light,2,,,,,,,,,,Invisible
711,Deal 300% of Agility damage to the opponent.,Phantom Blitz,Null,2,InstantBoost,Agility,5,Damage,Agility,7,,,,,,,Debuff,Delay,,EvilComet
712,Apply 5 Agility Action Buff on self. Apply 3 Agility Vulnerable and 3 Protect Pierce to the opponent. ,Expose Weakness,Null,0,InstantBoost,Agility,5,Vulnerable,Agility,3,Vulnerable,Protect,3,Debuff,Injury,3,,,,AchillesHeel
713,,Moon Stealer,Null,2,Buff,Strength,2,Buff,Agility,2,Buff,Intelligence,2,Debuff,Multiply,0,Combo,,,MoonBats
714,Remove all Chill and Water Vulnerable from self. Apply 1 Fire Element and Stack Guard on self. Protect 100% Strength damage from attacks.,Lava Armor,Null,1,Protect,Water,0,Buff,Guard,0,InstantBoost,Fire,3,Protect,Strength,4,,,,Armor
715,"Consume all Fire elements,for each element consumed deal 70% Fire damage based on your strongest attribute. [Fire finale at Max Stacks]. Apply 3 Burn to the opponent.",Magma Storm,Null,4,Damage,Fire,4,Debuff,Fire,3,,,,,,,Fire,,,Eruption
716,,Fairy Heal,Null,1,Heal,Agility,5,Heal,Agility,4,,,,,,,Wind,,,Fairy
717,Deal 40% of Agility and 25% of Agility damage to the opponent. Apply 1 Paralysis and 2 Venom to the opponent. ,Fury Stings,Null,1,Damage,Agility,3,Damage,Agility,2,Debuff,Thunder,1,Debuff,Venom,2,Multiply,,,ScropionTail
718,Apply 2 Earth Element and 3 Earth Boost on self. Protect 10% / 15% MaxHP damage from attacks. Apply 1 Blind to the opponent.,Dryad Dance,Null,1,Buff,Earth,2,InstantBoost,Earth,3,Protect,MaxHP,2,Debuff,Light,1,,,,VineWhip
719,,Thorn Vines,Null,0,Damage,Intelligence,2,Damage,Intelligence,2,Debuff,Restrain,3,Debuff,Earth,1,Earth,,,ThornyTriskelion
720,Recover 20% / 35% of MaxHP health. Deal 205% of MaxHP damage to the opponent.,Nine Gates,Null,2,Heal,MaxHP,4,Damage,MaxHP,4,,,,,,,Earth,Buff,Debuff,HolyOak
721,Protect 70% of Agility damage from attacks. Deal 100% of Agility and 100% of Intelligence damage to the opponent. Apply 2 Seed to the opponent.,Forest Fairies,Null,2,Protect,Agility,4,Damage,Agility,5,Damage,Intelligence,5,Debuff,Earth,2,Earth,,,Fairy
722,"Deal 40% of Strength, 25%  of Strength and 40% of Strength to the opponent. Apply 1 Venom to the opponent.",Thorn Spikes,Null,2,Damage,Strength,3,Damage,Strength,2,Damage,Strength,3,Debuff,Venom,1,Earth,Multiply,Exhaust,SpikedTail
723,Deal 100% of Agility damage to the opponent. Apply 1 Paralysis and 2 Venom to the opponent.,Paralysis Sting,Null,1,Damage,Agility,5,Debuff,Thunder,1,Debuff,Venom,2,,,,,,,WaspSting
724,Recover 100% of Strength and 70% of Strength health. Deal 100% of Strength and 70% of strength damage to the opponent.,Fusion Thunder,Null,3,Heal,Strength,5,Heal,Strength,4,Damage,Strength,5,Damage,Strength,4,Thunder,,,LightningElectron
725,Apply 2 Water Element and 3 Water Boost on self. Recover 70% of Agility health. Apply 1 Blind to the opponent. ,Aqua Dance,Null,1,Buff,Water,2,InstantBoost,Water,3,Heal,Agility,4,Debuff,Light,1,,,,Algae
726,Apply 1 Element on self. Deal 5% / 10% of MaxHP damage to the opponent.,Titan Force,Null,0,Buff,Element,1,Damage,MaxHP,1,,,,,,,,,,Atlas
727,Remove all Elemental Status Effects and Elemental Vulnerables from self. Apply 1 Secnd Chance on self. Recover 10% / 15% of MaxHP health. Deal 10% / 15% of MaxHP damage to the opponent. ,Life Force,Null,2,Protect,Element,2,Protect,Guard,1,Heal,MaxHP,2,Damage,MaxHP,2,,,,ShiningHeart
728,Deal 70% of Agility and 40% of Agility damage to the opponent. Apply 1 Bleed to the opponent. ,Diamond Cut,Null,0,Damage,Agility,4,Damage,Agility,3,Debuff,Bleed,1,,,,,,,Diamond
729,,Stare,Null,0,Debuff,Dark,1,,,,,,,,,,,,,SemiClosedEye
730,Apply 3 Protect Pierce to the opponent. Deal 70% of Strength and 70% of Strength damage to the opponent,Moon Blade,Null,1,Vulnerable,Protect,3,Damage,Strength,4,Damage,Strength,4,,,,Charge,,,CircleClaws
731,,Chain Blade,Null,0,Damage,Agility,3,Damage,Agility,2,Damage,Agility,2,Debuff,Restrain,5,,,,Restrain
732,Apply 4 Strength Action Buff om self. Deal 200% of Strength damage to the opponent. ,Buster Shot,Null,2,InstantBoost,Strength,4,Damage,Strength,7,,,,,,,Matter,,,ScreenImpact
733,"Deal 40% of Agility, 40% of Agility, 40% of Agility and 40% of Agility damage to the opponent.",Bullets Blitz,Null,1,Damage,Agility,3,Damage,Agility,3,Damage,Agility,3,Damage,Agility,3,,,,SupersonicBullet
734,"Apply 8 Protect Pierce, 4 Intelligence Vulnerable and 4 Agility Vulnerable to the opponent.",Power Dismantle,Null,1,Vulnerable,Protect,8,Vulnerable,Intelligence,4,Vulnerable,Agility,4,,,,,,,Tinker
735,Deal 10% / 15% of MaxHP damage to the opponent. Apply 5 Venom to the opponent.,Zombie Bites,Null,1,Damage,MaxHP,2,Debuff,Venom,5,,,,,,,LifeSteal,,,FrontTeeth
736,Lose 30% of current Max Health. Deal 300% of Strength damage to the opponent. Apply 2 Bleed to the opponent,Night Decapitate,Null,2,Sacrifice,MaxHP,3,Damage,Strength,8,Debuff,Bleed,2,,,,Exhaust,,,Decapitation
737,Apply 2 Paralysis and 1 Depress to the opponent.,Paralyzing Gaze,Null,0,Debuff,Thunder,1,Debuff,Dark,1,Debuff,Restrain,2,,,,,,,Gaze
738,"Consume all Dark Elements, for each element consumed, deal 40% Dark damage based on your strongest attribute [Dark Finale at Max Stacks]. Apply 7 Venom and 2 Depress to the opponent.",Acid Breath,Null,2,Damage,Dark,3,Debuff,Venom,7,Debuff,Dark,2,Sacrifice,Venom,3,Dark,,,EnergyBreath
739,"Deal 70% of Agility, 40% of Agility and 40% of Agility to the opponent.",Ghost Slash,Null,1,Damage,Agility,4,Damage,Agility,3,Damage,Agility,3,,,,Dark,,,WaveStrike
740,"Apply 2 Strength Buff, 2 Agility Buff, 2 Intelligence Buff and Guard on self.",Guardian's Spirit,Null,2,Buff,Strength,2,Buff,Agility,2,Buff,Intelligence,2,InstantBoost,Guard,0,,,,AngelWings
741,,Power Chords,Null,1,Damage,Intelligence,4,Damage,Intelligence,4,Debuff,Wind,2,,,,,,,Harp
742,Deal 70% of Agility and 70% of Agility damage to the opponent. ,Sacred Slash,Null,1,Damage,Agility,4,Damage,Agility,4,,,,,,,Light,Buff,,PointySword
743,Remove all Elemental Status Effects and Elemental Vulnerable from self. Double the stacks of self action buffs/boost. Protect 20% / 35% MaxHP damage from attacks. Recover 15% / 25% of MaxHP health.,Trinity Safeguard,Null,2,Protect,Element,2,InstantBoost,Multiply,0,Protect,MaxHP,4,Heal,MaxHP,3,Exhaust,,,Triquetra
744,,Smite,Null,1,Damage,Strength,7,,,,,,,,,,Light,,,Power
745,"Consume all Light Elements, for each element consumed, deal 25% Light damage to the opponent based on your strongest attribute [Light Finale at Max Stacks]",Divine Finale,Null,3,Damage,Light,3,,,,,,,,,,Light,Draw,Exhaust,CrossFlare
746,"Apply 4 Protect Pill to the opponent. Deal 70% of Strength, 70% of Strength and 70% of Strength damage to the opponent.",Mega Drill,Null,2,Vulnerable,Protect,4,Damage,Strength,4,Damage,Strength,4,Damage,Strength,4,Matter,,,Drill
747,Deal 70% of Strength and 40% of Strength damage to the opponent. ,X Fist,Null,0,Damage,Strength,4,Damage,Strength,3,,,,,,,Charge,,,MailedFist
748,Deal 70% of Intelligence and 40% of Intelligence damage to the opponent.,Y Wing,Null,0,Damage,Intelligence,4,Damage,Intelligence,3,,,,,,,Charge,,,LibertyWing
749,,Z Blade,Null,0,Damage,Agility,4,Damage,Agility,3,,,,,,,Charge,,,CrocSword
750,"Deal 70% of Strength, 70% of Intelligence and 70% of Agility damage to the opponent.",XYZ Ultimate,Null,2,Damage,Strength,4,Damage,Intelligence,4,Damage,Agility,4,,,,Debuff,Charge,Combo,AllForOne
751,Apply 2 Water Elements and 4 Water Boost on self.,Ice Spirit,High,1,Buff,Water,2,InstantBoost,Water,4,,,,,,,,,,BuffWater
752,Lose 10% of current Max Health. Apply 1 Element and Guard on self. Protect 10% / 15% damage from attacks.,Elemental Runes,Null,1,Sacrifice,MaxHP,1,Buff,Element,1,InstantBoost,Guard,0,Protect,MaxHP,2,,,,RuneStone
753,"Remove all Venom, Restrain and Insane from Self. Recover 20% / 35% of Max HP health.",Inner Recycle,Master,1,Protect,Venom,0,Protect,Restrain,0,Protect,Insane,0,Heal,MaxHP,4,Exhaust,,,WaterRecycling
754,Deal 300% of Strength damage to the opponent.,One Punch,Null,2,Damage,Strength,8,,,,,,,,,,,,,PunchBlast
755,Apply 2 MaxHP Action Buff on self. Apply 2 MaxHP Vulnerable to the opponent. Deal 10% / 15% of MaxHP damage to the opponent.,Hadouken,Null,0,Vulnerable,MaxHP,2,InstantBoost,MaxHP,2,Damage,MaxHP,2,,,,,,,GlowingHands
756,Apply 6 Agility Action Buff on self. Deal 100% of Agility damage to the opponent. Apply 1 Burn to the opponent,Shoryuken,Null,1,InstantBoost,Agility,6,Damage,Agility,5,Debuff,Fire,1,,,,,,,PowerRevolt
757,"Deal 40% of Strength, 25% of Strength, 25% of Strength and 40% of Strength damage to the opponent",Shun Goku Satsu,Null,2,Damage,Strength,3,Damage,Strength,2,Damage,Strength,2,Damage,Strength,3,Multiply,Action,,LaserSparks
758,Apply 5 Protect Pierce to the opponent. Apply 4 MaxHP debuff and 2 Depress to the opponent.,Soul Harvest,Null,3,Vulnerable,Protect,6,Debuff,MaxHP,4,Debuff,Dark,3,,,,,,,SoulHarvest
759,,No Escape,Null,1,Discard,Buff,5,Vulnerable,Protect,5,Debuff,Dark,2,Debuff,MaxHP,3,Exhaust,,,GrimReaper
760,Apply 10 Agility Action Buff on self. Deal 100% of Agility damage to the opponent.,Burst Shot,Null,1,InstantBoost,Agility,10,Damage,Agility,5,,,,,,,,,,SupersonicArrow
761,Apply 2 Light Element and Stack Guard on self. Protect 15% / 25% MaxHP damage from attacks.,Divine Aura,Null,1,Buff,Light,2,Buff,Guard,0,Protect,MaxHP,3,,,,,,,Ring
762,,Spirit Stage,Null,5,Protect,Element,2,Protect,Direct,0,,,,,,,Exhaust,,,Ring
763,,Forbidden Book,Null,2,Heal,Intelligence,1,Damage,Intelligence,5,Debuff,Element,5,,,,,,,SecretBook
764,Recover 40% of Agility and 25%of Agility health,Reuseable Pill,High,0,Heal,Agility,3,Heal,Agility,2,,,,,,,,,,Medicines
765,,Witch Curse,Null,1,InstantBoost,Intelligence,1,Vulnerable,Dark,2,Debuff,Element,2,,,,,,,Curse
766,,Mega Elixir,Null,0,Protect,Element,0,Protect,Debuff,0,Heal,Null,1200,,,,Combo,Exhaust,,Elixir
767,,Voodoo Life,Curse,1,Sacrifice,Null,0,Damage,Null,2500,Sacrifice,Bleed,1,,,,Curse,Exhaust,,Curse
768,,Blasphemy,Null,0,Sacrifice,MaxHP,3,InstantBoost,Action,1,Damage,MaxHP,2,,,,Curse,,,Silenced
769,,Toxic Potion,Curse,0,Heal,Null,2000,Sacrifice,Venom,20,,,,,,,Curse,Exhaust,,PoisonBottle
770,,Xmas Party,Null,2,Buff,MaxHP,2,Protect,Strength,5,Heal,Agility,5,Damage,Intelligence,5,Combo,Exhaust,,CandyCanes
771,,Xmas Present,Null,1,Protect,Element,0,InstantBoost,Guard,0,Heal,MaxHP,5,,,,Combo,Exhaust,,Present
772,,Ornament Bomb,Null,0,Damage,Strength,3,Damage,Agility,3,Damage,Intelligence,3,,,,Charge,Action,Combo,Balls
773,,Merry Christmas!,Null,0,Vulnerable,Strength,10,Vulnerable,Agility,10,Vulnerable,Intelligence,10,,,,Combo,Exhaust,,CandyCanes
774,,Self Bite,Null,1,Sacrifice,MaxHP,3,Buff,Charge,0,Buff,Guard,0,Protect,Guard,1,Exhaust,,,Bite
775,,Puk Puk Pukaak,Null,2,Buff,Dark,5,Buff,MaxHP,2,Heal,MaxHP,4,,,,,,,Rooster
776,,Omelette,Null,0,Heal,MaxHP,3,,,,,,,,,,,,,RawEgg
777,,I will defeat u!,Null,1,InstantBoost,MaxHP,4,InstantBoost,Strength,4,InstantBoost,Agility,4,InstantBoost,Intelligence,4,,,,Rooster
778,,Crazy Peck,Null,0,Damage,Strength,2,Damage,Strength,2,Damage,Strength,2,Debuff,Bleed,1,Action,,,Peck
779,,I mma Chicken,Null,1,Heal,MaxHP,4,Sacrifice,Strength,2,Sacrifice,Agility,2,Sacrifice,Intelligence,2,Curse,,,Rooster
780,,Laters Bai Bai,Null,0,Sacrifice,Null,0,Sacrifice,Null,0,Sacrifice,Null,0,Sacrifice,Null,0,,,,Silence
781,,Congrats,Null,0,Protect,Null,1,,,,,,,,,,,,,Silence
782,,You're Champ,Null,0,Heal,Null,1,,,,,,,,,,,,,Silence
783,,Glad You had Fun,Null,0,Damage,Null,1,,,,,,,,,,,,,Silence
784,,Really Appreciate This,Null,0,Protect,Direct,0,,,,,,,,,,,,,Silence
785,,?I Didn't Plan,Null,5,InstantBoost,Charge,0,Buff,Charge,0,InstantBoost,Guard,0,Buff,Guard,0,,,,Silence
786,,To Make This,Null,5,Protect,Direct,0,Protect,Null,99999,Buff,Element,10,Debuff,Element,10,,,,Silence
787,,Possible?,Null,5,InstantBoost,MaxHP,15,InstantBoost,Strength,15,InstantBoost,Agility,15,InstantBoost,Intelligence,15,,,,Silence
788,,Bruh,Null,5,Damage,MaxHP,8,Damage,Strength,8,Damage,Agility,8,Damage,Intelligence,8,,,,Silence
789,,Rift Energy,Null,1,Heal,Strength,3,Protect,Intelligence,3,Debuff,Insane,5,Sacrifice,Insane,2,Curse,Combo,,Portal
790,,Lasso Of Truth,Null,1,Damage,Agility,3,Damage,Agility,4,Debuff,Restrain,5,Debuff,Fire,1,,,,Lasso
791,,Bracelets Of Sub.,Null,1,Buff,Charge,0,Protect,Agility,2,Protect,Agility,3,,,,,,,Bracer
792,,Exploding Arrow,Null,2,Damage,Agility,7,Debuff,Fire,2,Debuff,Injury,5,,,,Fire,,,Squib
793,,Hail Arrows,Null,2,Damage,Agility,4,Damage,Agility,4,Damage,Agility,4,Debuff,Water,1,Water,,,IceSpear
794,,Voltage Arrows,Null,2,Protect,Draw,1,Damage,Agility,4,Damage,Agility,4,Debuff,Thunder,2,Thunder,,,LightningArrow
795,,Mountain Arrows,Null,2,Damage,Agility,3,Damage,Agility,3,Damage,Agility,3,Damage,Agility,3,Earth,Action,,ArrowFlights
796,,Sonic Arrow,Null,2,Protect,Wind,0,Damage,Agility,8,,,,,,,Wind,,,SupersonicArrow
797,,Pierce Bomb,Null,1,Sacrifice,MaxHP,1,Vulnerable,Protect,4,Damage,Strength,6,,,,,,,SparkyBomb
798,,Remote Bomb,Null,2,Damage,Strength,8,,,,,,,,,,Delay,,,Remote
799,,Peace Speech,Null,0,Debuff,Strength,1,Debuff,Agility,1,Debuff,Intelligence,1,Debuff,Insane,2,Combo,,,PeaceDove
800,,Peace Treaty,Null,2,Heal,Buff,3,Debuff,MaxHP,2,Debuff,Restrain,7,,,,Exhaust,,,PeaceDove
801,,Ranger Punch,Null,1,Damage,Strength,3,Damage,Strength,3,Damage,Strength,3,,,,Direct,Action,,Punch
802,,Ranger Kick,Null,1,Damage,Agility,4,Damage,Agility,4,,,,,,,Direct,,,Kick
803,,Ranger Pose,Null,1,Buff,Protect,5,Damage,Intelligence,5,,,,,,,Direct,,,SpikyExplosion
804,,Combine Weapon Blast,Null,3,Vulnerable,Protect,8,Damage,Strength,4,Damage,Agility,4,Damage,Intelligence,4,Combo,Draw,Exhaust,TeslaTurret
805,,Team Work,Null,2,Protect,MaxHP,3,Buff,Charge,0,Buff,Guard,0,InstantBoost,Action,1,Exhaust,,,ThreeFriends
806,,Never Give Up,Null,2,Protect,Bleed,0,Protect,Injury,0,Heal,MaxHP,4,,,,,,,Silence
